BEGIN
#  Start of X axis in seconds
START  = 0.0
#  Time step in Seconds
DELTA   = 0.00013333333333333334
#  Absolute start time (auto-detected from timestamp column)
EDA_AbsoluteTime = ['2026-04-01 13:20:00 ms 0']
#  Y axis unit label
UNIT = ['g', 'g', 'g', 'g', 'g']
#  Channel Name or Point ID
CHANNELNAME = ['channel_1', 'channel_2', 'channel_3', 'channel_4', 'channel_5']
#  CHANNEL NUMBER
EDA_CHANNELId = ['1', '2', '3', '4', '5']
END
-31.996186134550825,0.5999266591812145,-0.2987529147018616,-0.5210797123118125,1.5395667259944246
-0.41518441656816696,1.3817437588488288,1.838828771158751,-0.7043860590781915,1.5561948690697671
0.9282768763906906,-1.3369235850960866,1.3008022372469945,1.9500299579045093,2.2777789791732883
0.8184821141596668,-1.450964469937102,-18.99490959259135,-0.7767599522050143,1.0179677800768197
0.020871521651466225,-0.7861018820253298,-1.995166850758253,0.40879199330885196,1.628652187465321
0.2926212316723835,0.9971691034821556,0.9170459114611945,-0.6053070367609436,1.448691421290676
0.5497248701083034,0.3008045364791329,12.892255073384995,0.9867782383235931,-0.6354800502563059
-0.5986976493279106,1.3866845681126965,1.2132283407799103,0.884351038147537,-14.261936814826756
-0.7285898400291625,0.8379637427611132,-1.9116636860011662,-0.15293799233206226,11.016408143944249
-0.43783788976047666,-0.4912333391478595,-0.065127419026148,1.0173091286770521,-0.43869674861339214
-1.4402259353871623,-0.3750267088618886,-52.07439120361808,0.09296606528767574,0.7010998165903354
-0.5844177559241213,-0.42939024760234434,1.3168429820804297,-0.02204663981873919,0.2725037405036725
0.43104530311907663,-1.6626637360691976,0.18921569676787794,-1.1264078426207764,-0.29437281748969363
-0.2688178277189085,2.3870125826211788,0.4466204324533863,0.42602271581174556,1.0768212931928491
-0.7629202883089378,-0.2467351269796382,1.1936675987050558,-0.9893337120624448,0.9097679362515277
-0.9103255879567024,1.0332055773310937,0.07443770285242454,-1.1015487881927635,11.053913635634796
0.3300801492510427,-0.09700409971702041,0.5267756572052766,1.4688787870983178,2.1015202815970673
-0.04782309942728133,6.558747912666187,-0.05871920038376144,1.161068862770801,0.3342028363043038
0.9241860460910682,-0.8669413898482984,0.4478188135741022,1.5037659279620166,-0.595140414067775
0.7941860661484229,-1.7404300610053183,-1.1825387491786783,1.2751521574431006,-1.7656212923057029
0.6194586964324872,-0.28769706924028726,-0.6424633899030837,-3.10872283325814,-0.09948411384260075
0.4881078186171525,0.2999054388797267,0.4705926407786748,15.988271217060287,2.611544989829196
0.002439780286003437,0.9855107678818269,0.7488434736031847,0.1207071738888589,0.3718612624264463
-0.8453964021210617,0.09268465369995944,-1.0305950830822688,0.19057101193934756,-0.7952352180890855
-0.023555056641707057,-1.0502509867092293,0.8219047844881803,-0.5093816120233298,0.4013132309473267
0.14543442394201836,2.2168012333131593,-1.0606133748009285,1.3668402115400926,0.5122559309489301
-18.848651786887267,0.9165890400938236,-0.6846890697811017,-0.05143491198006483,-0.5310619123459952
0.23004051772796913,-0.24436142108661021,-0.02740388695867706,-17.889070514377142,0.03542521324249242
-1.072064853982511,-0.5502952992594861,0.01614513968011327,-0.4395119753340763,1.609005790079944
-0.09218742736172383,-0.2854326481136081,-1.8348750531816456,-0.6802443172281362,0.9243219062226007
-1.4825335270187905,1.7756658093727749,-0.6719413550647636,0.37145541545783756,-0.09976353494996872
1.1791488641059635,0.7235712083521888,1.2484503510514098,0.48200088777687294,-0.18618702070663867
-0.8981268942161535,1.5792035886071232,-0.35426910729271527,-0.6899694609452265,0.8462947120528693
-0.6704046794677805,-36.79035908845725,0.011049413961031858,0.0201796714251784,-0.14086307240271362
-0.9327807722575858,-0.617412728928626,-0.18480303841263807,-1.3079882375949534,-0.4086396384904532
1.0141920150655759,-2.0492939327710467,30.59491875292287,-1.1962782884270426,-25.022112920128446
-0.050031828168897285,-0.7205736458055297,0.7619720941714817,-0.459869885783888,1.4143786502070084
23.156025589570284,0.49670846716557665,-0.2788096162650207,1.2608574547760172,-0.5369572446960447
0.057066719123929015,0.7372273399618705,-0.3030342325917239,-0.45546792458101876,0.7358269387764893
0.9234631615194376,10.719194666488475,-1.3524346223372266,0.7078583851361626,1.1178962543179354
-0.784015598462736,0.7765080974274067,-0.5840535914158875,1.602116660062903,-0.4694745937912403
-1.5253839151927695,-0.17816589382216572,0.531961630761712,0.8672063318065574,-0.7852715640266236
-1.4849298139754528,1.780695292007322,-0.13273906402338045,-1.534198997735064,-0.14904784431936902
2.3866172540832657,-0.18531781701902553,-0.3139482054959114,0.3889415674715947,-0.5327159617913986
-1.6734743448206102,-1.8746456169136676,1.2554737903038014,-0.35503698304413384,1.9450491843317312
1.4153500291344439,-1.6637649930493978,1.093614016652819,0.512319372276595,-0.47789180630895545
0.13801357424610108,1.4481900707932698,1.2437416317249674,-0.5454477566587083,-0.921102492022315
-1.2282873662213118,1.0103536092593448,-0.6230126215913395,0.3735627842488522,-0.33728199805684606
-1.9090168091741422,1.298344217611472,-1.7189233397591666,0.04516287576330925,-1.1916557629208966
