Timestamp (seconds since midnight),channel_1,channel_2,channel_3,channel_4,channel_5
47580.000000000,0.2589245958032195,0.2938804467029926,-0.6141511744516917,0.8655215225142987,-1.8700281566859975
47580.000133333,-1.2223200471998188,1.5328638221198836,-0.9542659261224306,0.5856334147673645,-1.2309269439852166
47580.000266667,1.0403306667210457,0.7611791584534814,1.4117871173216259,-0.7132555171442089,-0.9015020017568774
47580.000400000,-1.0764983628384803,-1.8111458768861604,0.17492529661016684,0.8200273518967359,0.8799806154998964
47580.000533333,-15.93217249685983,1.3383629517250437,-0.5829383058449787,-0.4557256376372943,0.3004548083204395
47580.000666667,-0.038757393693234825,-1.0894436963754464,-1.8824720929444394,-0.3111639802744419,-0.3425327919244498
47580.000800000,0.9452396252514658,-1.3300197509497422,-1.1090151923578093,1.0004482267195534,-0.5882842182518004
47580.000933333,0.9252725206016869,-1.9829271304888594,0.9061238095085546,0.4163675104733682,-0.855207714130986
47580.001066667,-0.5415659893833148,1.7971678843742978,-2.0730950157647534,0.24597909977972796,0.14342451935614997
47580.001200000,-1.3366407174821566,-2.1251207880331306,1.230129671622425,1.2993660872614399,0.2523778113181102
47580.001333333,0.7918614936712135,-0.03952338138261116,-0.7175878710579856,-0.4521064956218025,2.144826318734192
47580.001466667,1.7487804270200753,-0.2681905111265689,-0.7428329374449575,-1.6967705491146243,0.6638453053188812
47580.001600000,-0.7251582867189797,0.6679395027337709,0.9669571897957139,-1.9951484514469802,-1.571522503515724
47580.001733333,0.03756766437876747,-2.812802572118807,-0.5869866911789035,-1.7156151823909414,-1.943035742463654
47580.001866667,0.4773223712650878,-1.907204573246386,-0.46196578483208944,-0.9317488942454137,0.2118405894549045
47580.002000000,-0.944653323652327,-0.4332154894696075,-0.4200353799811363,-1.3273612750535826,0.7571182732892755
47580.002133333,-22.11096056009645,0.032310509870202904,1.2590650484201966,1.4136229142427494,-1.4985726425295338
